report_id,pair_id,report_type,report_text,activity,hazard,hazardous_substance,exposure,energy_source,equipment,human_factor,environmental_factor,barrier,barrier_failure,potential_consequence,sif_potential,sif_reason
REP-4d9ee476,none,near_miss,Safety report detailing lifting operation with suspended load / struck-by where exclusion zone or barricading missing/breached.,lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-be0c9f05,none,hazard_observation,"Safety report detailing pressurized system maintenance with pressure release / energy isolation where energy isolation bypassed, missing, or not verified.",pressurized system maintenance,pressure release / energy isolation,unknown,worker exposed to energized machinery / unverified LOTO,electrical energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,energy isolation (LOTO),"energy isolation bypassed, missing, or not verified",severe / fatal electrical shock or caught-in injury,1,centrifugal pump maintenance started without LOTO or electrical isolation
REP-SIF-9fd0a59f,pair_0485,incident,"During excavation work on excavation / trench, workers entered 2.5m deep un-shored unstable excavation.",excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-SIF-046b6570,pair_0029,incident,"During pressurized system maintenance on centrifugal pump, centrifugal pump maintenance started without LOTO or electrical isolation.",pressurized system maintenance,pressure release / energy isolation,unknown,worker exposed to energized machinery / unverified LOTO,electrical energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,energy isolation (LOTO),"energy isolation bypassed, missing, or not verified",severe / fatal electrical shock or caught-in injury,1,centrifugal pump maintenance started without LOTO or electrical isolation
REP-SIF-e476b390,pair_0054,near_miss,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SIF-56c416a3,pair_0234,unsafe_act,"During excavation work on excavation / trench, workers entered 2.5m deep un-shored unstable excavation.",excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-c28505ff,none,unsafe_act,"Safety report detailing machinery operation / grinding with rotating machinery / caught-in where machine guard removed, missing, or bypassed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-12123903,none,unsafe_act,"Safety report detailing pressurized system maintenance with pressure release / energy isolation where energy isolation bypassed, missing, or not verified.",pressurized system maintenance,pressure release / energy isolation,unknown,worker exposed to energized machinery / unverified LOTO,electrical energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,energy isolation (LOTO),"energy isolation bypassed, missing, or not verified",severe / fatal electrical shock or caught-in injury,1,centrifugal pump maintenance started without LOTO or electrical isolation
REP-d9fc1760,none,safety_observation,"Observation on confined space entry: confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing,none,no consequence / controlled operation,0,"confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present"
REP-SAFE-087361ec,pair_0042,safety_observation,"During vehicle / pedestrian interaction on heavy transport truck, physical pedestrian walkways & spotter was in place. designated pedestrian walkways separated by steel crash barriers.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,designated pedestrian walkways separated by steel crash barriers,vehicle kinetic energy,heavy transport truck,procedure compliance,unknown,physical pedestrian walkways & spotter,none,no consequence / controlled operation,0,Safe operation: physical pedestrian walkways & spotter
REP-85732856,none,unsafe_act,Safety report detailing lifting operation with suspended load / struck-by where exclusion zone or barricading missing/breached.,lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-SIF-6280d527,pair_0306,unsafe_act,"During vehicle / pedestrian interaction on heavy transport truck, pedestrians allowed to enter un-barricaded vehicle operating zone.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-c777a5b8,none,safety_observation,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-06fc9099,none,hazard_observation,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-64e64774,none,hazard_observation,Observation on lifting operation: crane lift executed with barricaded drop zone and certified rigger using tag lines.,lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,exclusion zone / barricading,none,no consequence / controlled operation,0,crane lift executed with barricaded drop zone and certified rigger using tag lines
REP-6b14f4d5,none,hazard_observation,"Observation on work at height: scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,fall protection system,none,no consequence / controlled operation,0,"scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place"
REP-SIF-794240eb,pair_0397,incident,"During vehicle / pedestrian interaction on heavy transport truck, pedestrians allowed to enter un-barricaded vehicle operating zone.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-SIF-d459ead4,pair_0115,near_miss,"During lifting operation on crane / lifting equipment, workers standing under suspended crane load without barricaded drop zone.",lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-7e947b22,none,hazard_observation,Safety report detailing vehicle / pedestrian interaction with vehicle-pedestrian interaction / struck-by where exclusion zone or barricading missing/breached.,vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-293b4ad4,none,unsafe_act,Safety report detailing confined space entry with toxic gas / hazardous atmosphere where atmospheric testing missing or not performed.,confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),worker exposed to toxic gas / oxygen deficiency,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,confined space atmosphere,atmospheric testing,atmospheric testing missing or not performed,fatal asphyxiation / acute toxicity poisoning,1,untested confined space entry with acute H2S toxicity risk
REP-SIF-b215b619,pair_0148,unsafe_act,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-4369982a,none,near_miss,Safety report detailing work at height with fall from height where fall protection missing or not used.,work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
